Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Mehrama,"Pritam, Darshan Raval, Antara Mitra",Love Aaj Kal (Original Motion Picture Soundtrack),6IXfWhC7omotM4lt0ROmEr,6cUOiOY5qh2FpIQWIYAd2h,67,2020-02-14,249416,False,https://open.spotify.com/track/6cUOiOY5qh2FpIQWIYAd2h,0.56,0.631,7,-9.032,1,0.0334,0.861,0.0133,0.0985,0.376,107.987
"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak Kohli, Arijit Singh, Neha Kakkar","Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",7aJiY5GW8uSpZItQXcmeVM,57jOEZtoLQK4zF2x55bdkp,65,2019-12-02,200992,False,https://open.spotify.com/track/57jOEZtoLQK4zF2x55bdkp,0.718,0.382,7,-8.237,1,0.0466,0.585,0.0,0.128,0.499,87.029
"Duniyaa (From ""Luka Chuppi"")","Akhil, Dhvani Bhanushali",Feel-Good Tum Jo Aaye,5bZcSim8Xvvpc7HTe7EtUT,3s3J70eRpRH2hcYq4mEXTJ,41,2020-04-13,222501,False,https://open.spotify.com/track/3s3J70eRpRH2hcYq4mEXTJ,0.435,0.658,7,-5.949,0,0.0368,0.699,0.0,0.125,0.524,77.17
Saibo,"Sachin-Jigar, Shreya Ghoshal, Tochi Raina",Shor in the City (Original Motion Picture Soundtrack),2HZl13JCi3PIaqVlIkp4q6,6udC4b4jOSnHb9ItnXgKLR,68,2011-03-28,195253,False,https://open.spotify.com/track/6udC4b4jOSnHb9ItnXgKLR,0.619,0.429,2,-7.867,1,0.028,0.738,1.35e-05,0.136,0.545,90.058
Hawayein,"Pritam, Arijit Singh",Jab Harry Met Sejal (Original Motion Picture Soundtrack),4I39l0YJ7tmSBXZGZamN5E,0l6g8Z8mqGbGXFOjigYetD,67,2017-08-03,289999,False,https://open.spotify.com/track/0l6g8Z8mqGbGXFOjigYetD,0.606,0.601,2,-5.576,1,0.0283,0.796,0.000511,0.127,0.453,125.961
Ishq Wala Love,"Vishal-Shekhar, Salim Merchant, Neeti Mohan, Shekhar Ravjiani",Student of the Year (Original Motion Picture Soundtrack),1Q9pYTcpVfz0eJTZZczELy,1hQia6rxgfM1ly2hE3StWp,66,2012-08-31,257973,False,https://open.spotify.com/track/1hQia6rxgfM1ly2hE3StWp,0.711,0.295,0,-12.377,0,0.0334,0.534,4.51e-05,0.0782,0.694,135.041
"Humsafar (From ""Badrinath Ki Dulhania"")","Akhil Sachdeva, Mansheel Gujral",Best Of Akhil Sachdeva,1kjmB9cfxSjPJFfqwZ9eHN,7aE1lfskJLMHQnzCCP1zsV,61,2019-09-03,268463,False,https://open.spotify.com/track/7aE1lfskJLMHQnzCCP1zsV,0.319,0.552,7,-6.401,1,0.0307,0.719,0.0,0.144,0.221,93.991
Subhanallah,"Pritam, Sreeram, Shilpa Rao",Yeh Jawaani Hai Deewani,2Lxoc72vRTGdQfMvj7Ovi1,0GQngE2rOYvlKwEQjTAsP8,66,2013-03-30,249707,False,https://open.spotify.com/track/0GQngE2rOYvlKwEQjTAsP8,0.302,0.493,9,-5.038,1,0.0451,0.455,0.0,0.134,0.457,88.904
"Gazab Ka Hai Din (From ""Dil Juunglee"")","Jubin Nautiyal, Prakriti Kakar",Romantic Hits By Jubin Nautiyal,4hpRbxQk65dMezDhRjN9T5,4byiHL0b9mIoCUCjbjI4eA,58,2020-05-25,236325,False,https://open.spotify.com/track/4byiHL0b9mIoCUCjbjI4eA,0.325,0.421,2,-8.636,1,0.0566,0.661,4.83e-06,0.0825,0.203,170.376
O Saathi,"Atif Aslam, Arko","O Saathi (From ""Baaghi 2"")",23L9JSXD0RrynRb71ZfL9A,6fScgF2Y63ScU73nYju0ny,69,2018-03-09,251819,False,https://open.spotify.com/track/6fScgF2Y63ScU73nYju0ny,0.481,0.496,8,-7.421,1,0.0262,0.588,0.0,0.132,0.453,89.839
Jab Koi Baat - Recreated,"Atif Aslam, Shirley Setia, Dj Chetas",Jab Koi Baat - Recreated,1nIe4xtu5pwjRLgegOYdMm,43GfQ1SC17rBWiHkOtdwK8,64,2018-02-09,192229,False,https://open.spotify.com/track/43GfQ1SC17rBWiHkOtdwK8,0.667,0.621,5,-5.697,1,0.0271,0.47,4.15e-05,0.13,0.451,106.032
Tu Jo Mila,"Pritam, KK",Bajrangi Bhaijaan,4nZOPP0atfJbBlkedLYi7t,7txLCGOXyDlDXTjtR1Sk4v,59,2015-07-07,242864,False,https://open.spotify.com/track/7txLCGOXyDlDXTjtR1Sk4v,0.576,0.591,0,-7.725,1,0.0332,0.795,6.85e-05,0.266,0.478,124.013
"Bandeya - From ""Dil Juunglee""","Shaarib Toshi, Arijit Singh","Bandeya (From ""Dil Juunglee"")",0eBjbMAR0N7knX6hBT6c3h,6gwnKOvdBKkTU4CQ7KpIAu,65,2018-02-22,184666,False,https://open.spotify.com/track/6gwnKOvdBKkTU4CQ7KpIAu,0.465,0.551,7,-6.58,1,0.0362,0.619,6.03e-06,0.109,0.415,89.459
"Sapna Jahan (From ""Brothers"")","Ajay-Atul, Sonu Nigam, Neeti Mohan","Sapna Jahan (From ""Brothers"")",4kTUCS1HWZ7YjjbKofxUuz,6uQkoo1UGWThtEpNEYc6Ga,59,2015-07-24,341780,False,https://open.spotify.com/track/6uQkoo1UGWThtEpNEYc6Ga,0.471,0.329,0,-11.958,0,0.0312,0.78,0.0021,0.117,0.144,126.107
Raabta (Kehte Hain Khuda Ne),"Pritam, Shreya Ghoshal, Arijit Singh",Agent Vinod,2DqQ34i4uuuZWTScsGIgHr,11PgL2XjsTBszhAPqttBJS,51,2012-02-24,289197,False,https://open.spotify.com/track/11PgL2XjsTBszhAPqttBJS,0.69,0.427,4,-6.831,1,0.0269,0.866,0.0,0.11,0.459,110.938
Tu Chahiye,"Pritam, Atif Aslam",Bajrangi Bhaijaan,4nZOPP0atfJbBlkedLYi7t,3aaiAWCet6sbfOfLSn3g7i,63,2015-07-07,272680,False,https://open.spotify.com/track/3aaiAWCet6sbfOfLSn3g7i,0.565,0.744,7,-5.817,1,0.0446,0.403,0.0,0.0853,0.415,134.068
"Bol Do Na Zara (From ""Azhar"")",Armaan Malik,2016 Shining Star - Armaan Malik,2Z5Dq0EmYGI7yUTIgRnuSY,3XQ15TDH5wMJMJr0X6u2Yc,52,2016-12-30,292827,False,https://open.spotify.com/track/3XQ15TDH5wMJMJr0X6u2Yc,0.545,0.473,11,-8.259,0,0.0312,0.284,0.0,0.0871,0.195,130.0
"Banjaara (From ""Ek Villain"")",Mohammed Irfan,Best Of Shraddha Kapoor,6EHCTm248DJb77KFh7qfLj,2S6N9pbnkhQRyAx80HmF79,62,2017-03-03,336567,False,https://open.spotify.com/track/2S6N9pbnkhQRyAx80HmF79,0.657,0.489,1,-6.829,0,0.0306,0.713,0.0,0.124,0.399,116.0
Tum Mile,"Pritam, Neeraj Shridhar",Tum Mile (Original Motion Picture Soundtrack),3Ip9JCpT1IF9GvhAxzufTH,1EjxJHY9A6LMOlvyZdwDly,65,2009-09-08,343787,False,https://open.spotify.com/track/1EjxJHY9A6LMOlvyZdwDly,0.738,0.798,0,-6.663,1,0.0334,0.32,5.15e-06,0.31,0.793,123.01
,,,0fvbSSTodKL0wMcoWRPfDz,4cNbz1UdBCrnGOg0NNP1iF,0,0000,229878,False,https://open.spotify.com/track/4cNbz1UdBCrnGOg0NNP1iF,0.569,0.298,6,-8.639,1,0.0292,0.879,0.0,0.0939,0.466,89.972
Mera Mann Kehne Laga,Falak Shabbir,Latest Songs Of Ayushmann Khurrana,4cUIDQhSsQnkCLb3JIepxp,1ai3itvPFcWilE9NX0JTCf,55,2017-09-12,227335,False,https://open.spotify.com/track/1ai3itvPFcWilE9NX0JTCf,0.46,0.444,7,-6.217,1,0.123,0.714,2.65e-05,0.0881,0.7,74.977
,,,3aeT26ypiF8fCWImdu0cGs,5kl6FcnZv8jQDgNSWNyfpN,0,0000,296377,False,https://open.spotify.com/track/5kl6FcnZv8jQDgNSWNyfpN,0.485,0.456,9,-6.544,1,0.0309,0.898,2.58e-05,0.0835,0.424,90.352
,,,5ASFrellizlx98SmsItOEm,0zHZSO80CTxNtvtRhveHRJ,0,0000,234737,False,https://open.spotify.com/track/0zHZSO80CTxNtvtRhveHRJ,0.63,0.729,6,-4.93,1,0.0287,0.123,8e-06,0.0786,0.44,127.919
"Ek Ladki Ko Dekha Toh Aisa Laga (From ""Ek Ladki Ko Dekha Toh Aisa Laga"")","Darshan Raval, Rochak Kohli","Ek Ladki Ko Dekha Toh Aisa Laga (From ""Ek Ladki Ko Dekha Toh Aisa Laga"") - Single",3UWRB8JT1OrMhx9diCj31y,3jyqXdAjwqO3gFtjnYrbq9,51,2019-01-08,155172,False,https://open.spotify.com/track/3jyqXdAjwqO3gFtjnYrbq9,0.537,0.604,10,-7.576,1,0.054,0.757,0.0,0.322,0.41,173.915
Kabira (Encore),"Pritam, Harshdeep Kaur, Arijit Singh",Yeh Jawaani Hai Deewani,2Lxoc72vRTGdQfMvj7Ovi1,3jJ5HgLRNydtLRghjWVaCG,56,2013-03-30,270439,False,https://open.spotify.com/track/3jJ5HgLRNydtLRghjWVaCG,0.611,0.612,2,-7.978,1,0.114,0.441,0.0,0.18,0.898,171.841
Paniyon Sa,"Rochak Kohli, Atif Aslam, Tulsi Kumar","Paniyon Sa (From ""Satyameva Jayate"")",6JsjTQo1PrSQSe7ENpUwXu,2si0ZNx4yRbggTvrIom8A2,64,2018-07-12,236240,False,https://open.spotify.com/track/2si0ZNx4yRbggTvrIom8A2,0.523,0.768,0,-4.953,0,0.0566,0.447,0.000226,0.0833,0.669,75.03
,,,5ASFrellizlx98SmsItOEm,0LRcXYhaWLqbs1wvSV0o9u,0,0000,217992,False,https://open.spotify.com/track/0LRcXYhaWLqbs1wvSV0o9u,0.581,0.424,8,-6.616,1,0.0269,0.723,0.0,0.101,0.352,98.936
,,,3ztDG95Y1zI3eaCTySv7DU,3hp6JfJIxkv3sl7E6p7DQj,0,0000,283070,False,https://open.spotify.com/track/3hp6JfJIxkv3sl7E6p7DQj,0.449,0.421,4,-8.92,1,0.0272,0.387,0.000108,0.11,0.203,163.747
"Sab Tera (From ""Baaghi"")","Armaan Malik, Shraddha Kapoor",2016 Shining Star - Armaan Malik,2Z5Dq0EmYGI7yUTIgRnuSY,2Rr8j88wr7SAYSwuekTJgx,47,2016-12-30,228117,False,https://open.spotify.com/track/2Rr8j88wr7SAYSwuekTJgx,0.502,0.641,7,-5.863,1,0.034,0.641,1.02e-06,0.151,0.431,159.781
"Roke Na Ruke Naina (From ""Badrinath Ki Dulhania"")",Arijit Singh,Ultimate Love Songs - Arijit Singh,1WwkojG9sjMSrFVz4D51W0,0ZyJDDqBjI0rDnn31qHgbg,57,2020-05-19,278402,False,https://open.spotify.com/track/0ZyJDDqBjI0rDnn31qHgbg,0.501,0.382,9,-9.31,1,0.0283,0.722,1.15e-05,0.154,0.264,80.657
,,,3Bq5ez5mocOfymcQM1WVGV,4nydCE0L7G13XLKPzvLlNs,0,0000,200438,False,https://open.spotify.com/track/4nydCE0L7G13XLKPzvLlNs,0.634,0.378,9,-8.367,1,0.0295,0.566,0.0,0.0919,0.527,123.949
,,,1TK8mLZQbWPe4sRmkcWrIu,7AV1hh76pC1mg4iSH796Vp,0,0000,207752,False,https://open.spotify.com/track/7AV1hh76pC1mg4iSH796Vp,0.411,0.277,7,-8.844,1,0.0305,0.903,0.0,0.209,0.345,143.768
Khuda Jaane,"Vishal-Shekhar, KK, Shilpa Rao, Anvita Dutt Guptan",Bachna Ae Haseeno,4mFLdK8SkUo3cx8ERLQC92,0gPgdRfB4jdGrlyXS0Vx78,69,2008-07-05,333182,False,https://open.spotify.com/track/0gPgdRfB4jdGrlyXS0Vx78,0.404,0.634,8,-5.979,1,0.0398,0.411,0.000526,0.106,0.702,78.508
Zindagi Kuch Toh Bata (Reprise),"Pritam, Jubin Nautiyal",Bajrangi Bhaijaan,4nZOPP0atfJbBlkedLYi7t,6TGX01ExmdHyOG72fqUU3Q,58,2015-07-07,258879,False,https://open.spotify.com/track/6TGX01ExmdHyOG72fqUU3Q,0.528,0.615,5,-7.118,1,0.0372,0.491,0.000111,0.104,0.225,123.988
"Tera Hua (From ""Loveyatri"")","Atif Aslam, Tanishk Bagchi","Tera Hua (From ""Loveyatri"")",2wW7TgUWBEPYjZrMRnLp1S,3zqFsowz5iGbYIxZW5KlKw,53,2018-08-30,214002,False,https://open.spotify.com/track/3zqFsowz5iGbYIxZW5KlKw,0.426,0.688,2,-5.25,1,0.0443,0.351,0.0,0.0998,0.239,118.586
Kya Karoon?,"Shankar-Ehsaan-Loy, Clinton Cerejo, Dominique Cerejo, Loy Mendonsa",Wake Up Sid (Original Motion Picture Soundtrack),1fzE65RP7Gyhi8hdOv8eRQ,4Yp8zw7b35bheMVTp39o5O,50,2009-08-21,236160,False,https://open.spotify.com/track/4Yp8zw7b35bheMVTp39o5O,0.594,0.548,9,-7.588,0,0.0267,0.611,0.00146,0.117,0.374,98.014
Iktara,"Amit Trivedi, Kavita Seth, Amitabh Bhattacharya",Wake Up Sid (Original Motion Picture Soundtrack),1fzE65RP7Gyhi8hdOv8eRQ,3jtKSUiVDowKNBqVQbWaig,49,2009-08-21,253773,False,https://open.spotify.com/track/3jtKSUiVDowKNBqVQbWaig,0.616,0.525,7,-7.065,1,0.0258,0.401,0.000484,0.309,0.427,79.976
Ishq Bulaava,"Vishal-Shekhar, Sanam Puri, Shipra Goyal",Hasee Toh Phasee (Original Motion Picture Soundtrack),3PxXJhlxSQkj8JO7IXy0FE,1fkjRQA8wXPPyxqYLbxuqy,61,2014-01-05,303640,False,https://open.spotify.com/track/1fkjRQA8wXPPyxqYLbxuqy,0.578,0.713,7,-7.335,1,0.0318,0.618,3.18e-05,0.118,0.625,159.915
"Darasal (From ""Raabta"")","Atif Aslam, Jam8","Darasal (From ""Raabta"")",3ddS3O1EvJCSdp595ThD3h,3phw912iJRhtMfsdJ1k3Sr,54,2017-06-03,274354,False,https://open.spotify.com/track/3phw912iJRhtMfsdJ1k3Sr,0.705,0.422,0,-7.375,1,0.0299,0.793,0.0,0.0895,0.482,117.948
"Saudebazi (Encore) [From ""Aakrosh""]",Javed Ali,Teri Jhalak Asharfi Javed Ali Hits,32oLj38GDjQSJiOw3CSb8R,7lNbI1xd39QRdf6Mj8tvTv,47,2022-06-04,354863,False,https://open.spotify.com/track/7lNbI1xd39QRdf6Mj8tvTv,0.69,0.73,5,-6.588,1,0.0307,0.122,0.0,0.346,0.776,113.969
Love You Zindagi - Club Mix,"Amit Trivedi, Alia Bhatt",Dear Zindagi (Original Motion Picture Soundtrack),29njH6pDF6JE65D2VJbAxW,3GBD0LEmo9HetCozGgGeZG,34,2016-11-15,214965,False,https://open.spotify.com/track/3GBD0LEmo9HetCozGgGeZG,0.782,0.812,8,-6.363,1,0.0334,0.00481,0.0086,0.0619,0.23,128.04
"Samjhawan (Unplugged by Alia Bhatt) [From ""Humpty Sharma Ki Dulhania""]","Jawad Ahmad, Shaarib Toshi, Alia Bhatt","Samjhawan (Unplugged by Alia Bhatt) [From ""Humpty Sharma Ki Dulhania""]",21bDtSHJ5mVCeNBpIRsToX,3TrdGeV5bEpHezExHlsguD,51,2014-06-19,215611,False,https://open.spotify.com/track/3TrdGeV5bEpHezExHlsguD,0.643,0.256,10,-9.758,1,0.0252,0.729,1.02e-06,0.0994,0.444,94.999
Love You Zindagi,"Amit Trivedi, Jasleen Royal",Dear Zindagi (Original Motion Picture Soundtrack),29njH6pDF6JE65D2VJbAxW,6k3XXCE1ZzwevQlxf8dNaw,60,2016-11-15,232505,False,https://open.spotify.com/track/6k3XXCE1ZzwevQlxf8dNaw,0.688,0.701,3,-7.505,1,0.0298,0.06,0.0301,0.271,0.385,110.019
Tu Hi Hai,"Amit Trivedi, Arijit Singh",Dear Zindagi (Original Motion Picture Soundtrack),29njH6pDF6JE65D2VJbAxW,5b9x5sRIzAgXQw0dhGORO1,57,2016-11-15,199644,False,https://open.spotify.com/track/5b9x5sRIzAgXQw0dhGORO1,0.707,0.501,4,-7.389,1,0.0372,0.387,1.81e-06,0.095,0.542,93.978
Manja,Amit Trivedi,Celebrate Kai Po Che (Original Motion Picture Soundtrack),5p9bW4b2ErADux0c0BOMDs,6X4uyM93rEjUIlGCQ7jZRh,44,2013-07-10,216760,False,https://open.spotify.com/track/6X4uyM93rEjUIlGCQ7jZRh,0.774,0.472,2,-7.586,1,0.0276,0.559,0.00282,0.207,0.529,106.026
Shubhaarambh,"Amit Trivedi, Shruti Pathak, Divya Kumar",Celebrate Kai Po Che (Original Motion Picture Soundtrack),5p9bW4b2ErADux0c0BOMDs,5ckJAMv3Ixm6orTgfkmtbf,51,2013-07-10,232533,False,https://open.spotify.com/track/5ckJAMv3Ixm6orTgfkmtbf,0.484,0.545,10,-6.607,1,0.0485,0.2,0.0,0.188,0.575,114.989
"Bolna (From ""Kapoor & Sons (Since 1921)"")","Tanishk Bagchi, Arijit Singh, Asees Kaur",Award Winners 2016 Bollywood,31IhC0vc5vuC7h98RNK08G,5otvrC0X1OQKqDBRwpTcn7,16,2017-03-10,212832,False,https://open.spotify.com/track/5otvrC0X1OQKqDBRwpTcn7,0.488,0.403,5,-7.004,1,0.0272,0.598,4.26e-06,0.434,0.495,131.496
"Bulleya (From ""Ae Dil Hai Mushkil"")","Pritam, Amit Mishra, Shilpa Rao",Award Winners 2016 Bollywood,31IhC0vc5vuC7h98RNK08G,5phu2JBv3yZUbmft7kWwVX,17,2017-03-10,348966,False,https://open.spotify.com/track/5phu2JBv3yZUbmft7kWwVX,0.552,0.769,2,-4.504,0,0.0465,0.497,0.0,0.112,0.702,86.957
"Kar Gayi Chull (From ""Kapoor & Sons (Since 1921)"")","Badshah, Amaal Mallik, Fazilpuria, Sukriti Kakar, Neha Kakkar",Award Winners 2016 Bollywood,31IhC0vc5vuC7h98RNK08G,45I3yKpyyIK8Lg873ENM9h,16,2017-03-10,187711,False,https://open.spotify.com/track/45I3yKpyyIK8Lg873ENM9h,0.827,0.737,11,-5.473,0,0.0764,0.0316,0.000322,0.211,0.873,121.99
"Samjhawan (From ""Humpty Sharma Ki Dulhania"")","Jawad Ahmad, Shaarib Toshi, Arijit Singh, Shreya Ghoshal",Yours Truly Arijit,3tzrtZvTODgW7tDew5E7nb,1I0kolhBfYfVRjwRKU6k3B,38,2016-12-09,269185,False,https://open.spotify.com/track/1I0kolhBfYfVRjwRKU6k3B,0.65,0.482,4,-8.667,1,0.0281,0.293,0.0,0.0811,0.517,106.994
"Muskurane (From ""Citylights"") - Romantic","Jeet Gannguli, Arijit Singh",Yours Truly Arijit,3tzrtZvTODgW7tDew5E7nb,7HqKQ28B7kaTY7pMyQ2OTy,27,2016-12-09,334331,False,https://open.spotify.com/track/7HqKQ28B7kaTY7pMyQ2OTy,0.567,0.577,11,-6.197,0,0.0264,0.628,0.0,0.132,0.217,101.99
Tumhi Dekho Naa,"Shankar-Ehsaan-Loy, Sonu Nigam, Alka Yagnik",The Essential Bollywood Lounge,7GmtSBYeABtmp5F5IhuFfq,0DpvSC1ptABSLwCupNDKVd,15,2010-11-08,346880,False,https://open.spotify.com/track/0DpvSC1ptABSLwCupNDKVd,0.539,0.441,2,-10.422,0,0.0394,0.509,1.57e-05,0.113,0.372,81.067
Na Tum Jano Na Hum,"Lucky Ali, Ramya",Kaho Naa Pyaar Hai (Original Motion Picture Soundtrack),31H6E9Jdnx78N2Qkd4LId1,34ocm4zagqdQGgaGZIWQu4,0,1999-12-01,383213,False,https://open.spotify.com/track/34ocm4zagqdQGgaGZIWQu4,0.515,0.519,9,-11.197,1,0.0397,0.323,0.000657,0.0566,0.582,89.499
Ek Pal Ka Jeena,Lucky Ali,Kaho Naa Pyaar Hai (Original Motion Picture Soundtrack),31H6E9Jdnx78N2Qkd4LId1,1peYY3ORe8m8dCiAk00Z3B,0,1999-12-01,397427,False,https://open.spotify.com/track/1peYY3ORe8m8dCiAk00Z3B,0.676,0.798,6,-9.493,0,0.0475,0.0503,3.96e-05,0.0371,0.833,103.98
"Beedi (From ""Omkara"")","Sunidhi Chauhan, Sukhwinder Singh, Nachiketa Chakravorty, Clinton Cerejo",Hits of Saif,6vlSJXSNKktM81QgS16R9v,0EU3vVR5GhdwdjtVSsN9F6,0,2014-11-25,350160,False,https://open.spotify.com/track/0EU3vVR5GhdwdjtVSsN9F6,0.727,0.885,2,-7.073,1,0.0642,0.179,0.00179,0.108,0.454,119.977
Madari,"Clinton Cerejo, Vishal Dadlani, Sonu Kakkar","Best of Coke Studio @ MTV Season, 2",1GIBAN61IL1pabms1VRRHK,1ppdJWEPtU0ETfe5fd04rB,0,2012-12-07,463787,False,https://open.spotify.com/track/1ppdJWEPtU0ETfe5fd04rB,0.578,0.86,7,-5.448,0,0.0386,0.115,0.0,0.18,0.592,113.074
Teri Deewani,"Kailash Kher, Paresh Kamath, Naresh Kamath",Kailasa,4RaycLPhCCJ8wglYD4cvmD,2iNqdCchlUZEgjJbQyZf8T,64,2006-02-24,323520,False,https://open.spotify.com/track/2iNqdCchlUZEgjJbQyZf8T,0.447,0.6,4,-3.718,0,0.0332,0.324,0.0,0.0962,0.434,80.044
Saiyyan,"Kailash Kher, Paresh Kamath, Naresh Kamath",Jhoomo Re,1DzYor2sqKFs4Z6qcUl0V5,2vR23BjIzpLMtzsyKrM6Mb,64,2011-06-03,343907,False,https://open.spotify.com/track/2vR23BjIzpLMtzsyKrM6Mb,0.473,0.562,0,-8.624,1,0.0451,0.65,0.000117,0.12,0.316,74.653
"Jeena Jeena (From ""Badlapur"")",Atif Aslam,"Jeena Jeena (From ""Badlapur"")",0U2bBiUD6j9q0GIDsY3J7v,5ZhKD46Q7mhsl0awl7ZMJc,0,2015-01-15,228969,False,https://open.spotify.com/track/5ZhKD46Q7mhsl0awl7ZMJc,0.677,0.318,5,-9.196,1,0.028,0.775,0.0,0.118,0.585,104.983
"Jeene Laga Hoon (From ""Ramaiya Vastavaiya"")","Atif Aslam, Shreya Ghoshal",Ramaiya Vastavaiya (Original Motion Picture Soundtrack),2n0ph4tEw3S7y2yqgXMD2R,11ZEzmgtjJhoMHTWGd5IRY,0,2013-05-15,231673,False,https://open.spotify.com/track/11ZEzmgtjJhoMHTWGd5IRY,0.562,0.735,7,-7.924,0,0.0445,0.144,0.000204,0.177,0.537,90.057
"Main Rang Sharbaton Ka (From ""Phata Poster Nikhla Hero"")","Atif Aslam, Chinmayi, Pritam",Phata Poster Nikhla Hero (Original Motion Picture Soundtrack),1a2ipaPPgn0JPWb9Z0Ey36,7hNb5juMQyy93U63jW4Mwj,0,2013-09-10,262906,False,https://open.spotify.com/track/7hNb5juMQyy93U63jW4Mwj,0.384,0.607,6,-7.429,1,0.0433,0.713,0.0,0.158,0.707,78.186
"Tu Jaane Na (From ""Ajab Prem Ki Ghazab Kahani"")",Atif Aslam,Atif Rocks,3bEqFMBK1Ya8BFGL3VONbo,5SoEW6ft6IFypXXA7nt3z4,0,2011-05-27,337279,False,https://open.spotify.com/track/5SoEW6ft6IFypXXA7nt3z4,0.701,0.864,7,-3.955,1,0.035,0.36,1.33e-06,0.16,0.819,120.055
"Be Intehaan (From ""Race 2"")","Atif Aslam, Sunidhi Chauhan, Pritam",Yours Truly,1IGBv30ttjRloTuvs51zG1,3l8iHQwFe7OeXxSkEF2AWt,0,2014-09-02,290867,False,https://open.spotify.com/track/3l8iHQwFe7OeXxSkEF2AWt,0.559,0.696,7,-5.583,1,0.0472,0.536,0.0,0.325,0.391,128.855
"Kuch Is Tarah (From ""Doorie"")","Atif Aslam, Mithoon",Yours Truly,1IGBv30ttjRloTuvs51zG1,2mgM4WYTrLi2XR2ol7RIEz,0,2014-09-02,314067,False,https://open.spotify.com/track/2mgM4WYTrLi2XR2ol7RIEz,0.647,0.494,5,-7.214,1,0.0232,0.839,9.21e-06,0.116,0.331,96.997
"Tera Hone Laga Hoon (From ""Ajab Prem Ki Ghazab Kahani"")","Atif Aslam, Alisha Chinai, Pritam",Yours Truly,1IGBv30ttjRloTuvs51zG1,57wiBHywSybfdZNE8rRyhx,0,2014-09-02,295175,False,https://open.spotify.com/track/57wiBHywSybfdZNE8rRyhx,0.685,0.773,8,-5.331,1,0.0308,0.548,0.0,0.193,0.541,119.987
"Bakhuda Tumhi Ho (From ""Kismat Konnection"")","Atif Aslam, Alka Yagnik & Arvind Hasabnish, Pritam",Yours Truly,1IGBv30ttjRloTuvs51zG1,0R1e0Nm9jVTmMlJVc6JqaE,0,2014-09-02,292493,False,https://open.spotify.com/track/0R1e0Nm9jVTmMlJVc6JqaE,0.322,0.752,2,-3.457,1,0.0422,0.633,0.0,0.129,0.502,126.949
Where's the Party Tonight,"Shankar-Ehsaan-Loy, Shaan, Vasundhara Das, Loy Mendonsa, Shankar Mahadevan",Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),4hYTERVUXY74XJdm8tyXBV,6ECucSdJeJmSm3k1k3Vumv,51,2006-06-08,378160,False,https://open.spotify.com/track/6ECucSdJeJmSm3k1k3Vumv,0.764,0.863,2,-5.414,0,0.0416,0.00269,0.0,0.27,0.92,132.021
Bole Chudiyan,"Jatin-Lalit, Amit Kumar, Sonu Nigam, Alka Yagnik, Udit Narayan, Kavita Krishnamurthy",Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),5lExQTV6ELzqRgwsqahZoh,1uzkWkIaWaxzHJgJ4Fy5rO,59,2001-11-28,408133,False,https://open.spotify.com/track/1uzkWkIaWaxzHJgJ4Fy5rO,0.59,0.875,5,-5.294,1,0.171,0.45,1.16e-05,0.164,0.737,96.915
Radha,"Vishal-Shekhar, Shreya Ghoshal, Udit Narayan, Vishal Dadlani, Shekhar Ravjiani",Student of the Year (Original Motion Picture Soundtrack),1Q9pYTcpVfz0eJTZZczELy,6f7zyAEUCZuvX4Zty62Z5o,55,2012-08-31,341360,False,https://open.spotify.com/track/6f7zyAEUCZuvX4Zty62Z5o,0.804,0.748,1,-14.163,0,0.0616,0.11,0.0,0.0998,0.699,131.989
Maahi Ve,"Shankar-Ehsaan-Loy, Sadhana Sargam, Sujata Bhattacharya, Udit Narayan, Sonu Nigam",Kal Ho Naa Ho (Original Motion Picture Soundtrack),6H71erprmvRxnWs3XqC8uE,7Czm0vv2sYL5z4P51KY66e,57,2003-09-20,366853,False,https://open.spotify.com/track/7Czm0vv2sYL5z4P51KY66e,0.815,0.833,7,-6.117,0,0.0769,0.0297,2e-05,0.33,0.563,99.989
Kuch Kuch Hota Hai,"Jatin-Lalit, Udit Narayan, Alka Yagnik",Kuch Kuch Hota Hai,5i3NjuZceh9iqtcODFTM4Q,4RixtPhUXlci9ad4qIMj23,60,1998-08-13,297867,False,https://open.spotify.com/track/4RixtPhUXlci9ad4qIMj23,0.547,0.554,7,-11.165,1,0.0374,0.602,0.000155,0.0735,0.848,91.386
"Dil Ne Yeh Kaha Hain Dil Se (From ""Dhadkan"")","Udit Narayan, Alka Yagnik",My Best Collection - Udit Narayan,6vEROmmCdjaXEvh12gq0aQ,6jyIymhrFptrIXBjSyQ2HX,52,2016-07-01,426632,False,https://open.spotify.com/track/6jyIymhrFptrIXBjSyQ2HX,0.628,0.665,7,-9.988,0,0.0428,0.332,1.94e-06,0.238,0.731,80.709
